day,campaign_name,campaign_id,adset_name,adset_id,ad_name,ad_id,account_currency,spend,impressions,reach,frequency,link_clicks,qualified_traffic,adds_to_wishlist,purchase_post_paid,3_second_video_plays,video_p25_watched_actions,video_p50_watched_actions,video_p75_watched_actions,video_p100_watched_actions,attribution_setting,description,headline,website_url,call_to_action_type,image_name,video_name,url_parameters,objective,age,gender
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[051]_[Sport-Publisher-o2-TV-Kategorien]_[Volleyball]_[Gesamt]_[Ab29]_[IG-Feed],23847124710420319,sequence-1_video_square_52s_variante_1,23847124710180319,EUR,7.25,325,324,1.003086,2,3,,,89,21,13,9,5,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,25-34,male
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[051]_[Sport-Publisher-o2-TV-Kategorien]_[Volleyball]_[Gesamt]_[Ab29]_[IG-Feed],23847124710420319,sequence-1_video_square_52s_variante_1,23847124710180319,EUR,0.01,2,2,1,0,,,,1,,,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,25-34,unknown
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[051]_[Sport-Publisher-o2-TV-Kategorien]_[Volleyball]_[Gesamt]_[Ab29]_[IG-Feed],23847124710420319,sequence-1_video_square_52s_variante_1,23847124710180319,EUR,0.1,4,4,1,0,,,,,,,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,35-44,female
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[051]_[Sport-Publisher-o2-TV-Kategorien]_[Volleyball]_[Gesamt]_[Ab29]_[IG-Feed],23847124710420319,sequence-1_video_square_52s_variante_1,23847124710180319,EUR,2.59,95,95,1,2,,,,39,10,6,3,2,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,35-44,male
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[051]_[Sport-Publisher-o2-TV-Kategorien]_[Volleyball]_[Gesamt]_[Ab29]_[IG-Feed],23847124710420319,sequence-1_video_square_52s_variante_1,23847124710180319,EUR,0.01,1,1,1,0,,,,,,,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,35-44,unknown
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[051]_[Sport-Publisher-o2-TV-Kategorien]_[Volleyball]_[Gesamt]_[Ab29]_[IG-Feed],23847124710420319,sequence-1_video_square_52s_variante_1,23847124710180319,EUR,0.05,3,3,1,0,,,,,,,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,45-54,female
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[051]_[Sport-Publisher-o2-TV-Kategorien]_[Volleyball]_[Gesamt]_[Ab29]_[IG-Feed],23847124710420319,sequence-1_video_square_52s_variante_1,23847124710180319,EUR,1.3,36,36,1,0,,,,13,3,2,1,1,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,45-54,male
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[051]_[Sport-Publisher-o2-TV-Kategorien]_[Volleyball]_[Gesamt]_[Ab29]_[IG-Feed],23847124710420319,sequence-1_video_square_52s_variante_1,23847124710180319,EUR,0,1,1,1,0,,,,,,,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,55-64,female
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[051]_[Sport-Publisher-o2-TV-Kategorien]_[Volleyball]_[Gesamt]_[Ab29]_[IG-Feed],23847124710420319,sequence-1_video_square_52s_variante_1,23847124710180319,EUR,0.7,11,11,1,1,1,1,,7,2,1,1,1,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,55-64,male
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[051]_[Sport-Publisher-o2-TV-Kategorien]_[Volleyball]_[Gesamt]_[Ab29]_[IG-Feed],23847124710420319,sequence-1_video_square_52s_variante_1,23847124710180319,EUR,0.12,1,1,1,0,,,,,,,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,65+,female
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[051]_[Sport-Publisher-o2-TV-Kategorien]_[Volleyball]_[Gesamt]_[Ab29]_[IG-Feed],23847124710420319,sequence-1_video_square_52s_variante_1,23847124710180319,EUR,0.61,29,29,1,0,,,,10,3,3,2,2,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,65+,male
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[037]_[Sportkategorien-o2-TV]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710490319,sequence-1_video_square_52s_variante_1,23847124710190319,EUR,0.37,9,9,1,0,,,,2,,,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,25-34,female
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[037]_[Sportkategorien-o2-TV]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710490319,sequence-1_video_square_52s_variante_1,23847124710190319,EUR,3.93,170,169,1.005917,0,,,,58,11,8,3,1,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,25-34,male
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[037]_[Sportkategorien-o2-TV]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710490319,sequence-1_video_square_52s_variante_1,23847124710190319,EUR,0.16,7,7,1,0,,,,3,,,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,35-44,female
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[037]_[Sportkategorien-o2-TV]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710490319,sequence-1_video_square_52s_variante_1,23847124710190319,EUR,2.29,86,85,1.011765,0,,,,26,3,1,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,35-44,male
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[037]_[Sportkategorien-o2-TV]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710490319,sequence-1_video_square_52s_variante_1,23847124710190319,EUR,0.19,4,4,1,0,,,,3,1,,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,45-54,female
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[037]_[Sportkategorien-o2-TV]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710490319,sequence-1_video_square_52s_variante_1,23847124710190319,EUR,0.65,21,21,1,0,,,,11,3,1,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,45-54,male
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[037]_[Sportkategorien-o2-TV]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710490319,sequence-1_video_square_52s_variante_1,23847124710190319,EUR,0.05,1,1,1,0,,,,,,,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,55-64,female
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[037]_[Sportkategorien-o2-TV]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710490319,sequence-1_video_square_52s_variante_1,23847124710190319,EUR,0.46,6,6,1,0,,,,5,2,2,2,1,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,55-64,male
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[037]_[Sportkategorien-o2-TV]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710490319,sequence-1_video_square_52s_variante_1,23847124710190319,EUR,0.31,13,13,1,0,1,,,4,1,,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,65+,male
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[045]_[Sport-Publisher-o2-TV-Kategorien]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710460319,sequence-1_video_square_52s_variante_1,23847124710310319,EUR,0.07,2,2,1,0,,,,1,,,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,25-34,female
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[045]_[Sport-Publisher-o2-TV-Kategorien]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710460319,sequence-1_video_square_52s_variante_1,23847124710310319,EUR,6.67,323,319,1.012539,0,1,,,95,17,8,5,5,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,25-34,male
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[045]_[Sport-Publisher-o2-TV-Kategorien]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710460319,sequence-1_video_square_52s_variante_1,23847124710310319,EUR,0.11,4,4,1,0,,,,2,1,,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,35-44,female
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[045]_[Sport-Publisher-o2-TV-Kategorien]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710460319,sequence-1_video_square_52s_variante_1,23847124710310319,EUR,4.47,139,137,1.014599,0,3,,,53,9,7,7,4,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,35-44,male
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[045]_[Sport-Publisher-o2-TV-Kategorien]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710460319,sequence-1_video_square_52s_variante_1,23847124710310319,EUR,0.11,1,1,1,0,,,,1,,,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,35-44,unknown
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[045]_[Sport-Publisher-o2-TV-Kategorien]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710460319,sequence-1_video_square_52s_variante_1,23847124710310319,EUR,0.15,4,4,1,0,,,,1,,,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,45-54,female
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[045]_[Sport-Publisher-o2-TV-Kategorien]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710460319,sequence-1_video_square_52s_variante_1,23847124710310319,EUR,1.91,42,41,1.02439,0,,,,19,3,1,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,45-54,male
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[045]_[Sport-Publisher-o2-TV-Kategorien]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710460319,sequence-1_video_square_52s_variante_1,23847124710310319,EUR,0.63,12,12,1,0,,,,7,1,1,1,1,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,55-64,male
2021-03-31,SoU_Der Sportlover_[Tisi-Schubech]-[Wishlist]-[IG],23847124709920319,[045]_[Sport-Publisher-o2-TV-Kategorien]_[Eishockey]_[Gesamt]_[Ab29]_[IG-Feed],23847124710460319,sequence-1_video_square_52s_variante_1,23847124710310319,EUR,0.22,11,11,1,0,,,,4,,,,,1d_view_7d_click,"Schnappt euch sofort das Angebot von o2 solange es noch verfügbar ist, damit habt ihr direkt die Auswahl zwischen den besten Filmen und Serien EVER!",Entdecke jetzt die besten Filme & Serien,https://www.o2online.de/e-shop/tarif/o2-free-unlimited-smart?zielgruppe=privatkunden&partnerId=O2_SOC_PO3_INT_111019&utm_source=Instagram&utm_medium=mf_influencer-performance&utm_content=O2_SOC_PO3_INT_111019&utm_term=qtraffic_SoU&utm_campaign=TiSch_0-na_SpoLo_Video_paid_all_20210322,LEARN_MORE,untitled,Sequence 1 (7).mp4,,CONVERSIONS,65+,male
